source,dest,weight
packaged fruit/vegetables,popcorn,13
packaged fruit/vegetables,pasta,23
packaged fruit/vegetables,curd,61
packaged fruit/vegetables,newspapers,68
packaged fruit/vegetables,sparkling wine,6
packaged fruit/vegetables,fish,6
packaged fruit/vegetables,processed cheese,22
packaged fruit/vegetables,grapes,33
packaged fruit/vegetables,detergent,15
packaged fruit/vegetables,soda,114
packaged fruit/vegetables,herbs,25
packaged fruit/vegetables,frozen meals,34
packaged fruit/vegetables,sugar,32
packaged fruit/vegetables,flour,25
packaged fruit/vegetables,frozen potato products,9
packaged fruit/vegetables,red/blush wine,21
packaged fruit/vegetables,curd cheese,6
packaged fruit/vegetables,turkey,9
packaged fruit/vegetables,ham,36
packaged fruit/vegetables,misc. beverages,29
packaged fruit/vegetables,coffee,56
packaged fruit/vegetables,berries,47
packaged fruit/vegetables,canned beer,68
packaged fruit/vegetables,pastry,78
packaged fruit/vegetables,pork,67
packaged fruit/vegetables,root vegetables,91
packaged fruit/vegetables,hamburger meat,47
packaged fruit/vegetables,brown bread,71
packaged fruit/vegetables,sausage,85
packaged fruit/vegetables,yogurt,99
packaged fruit/vegetables,bottled water,85
packaged fruit/vegetables,butter milk,47
packaged fruit/vegetables,specialty bar,37
packaged fruit/vegetables,chocolate,47
chocolate,toilet cleaner,2
chocolate,make up remover,4
chocolate,ready soups,8
chocolate,pudding powder,3
chocolate,specialty vegetables,7
chocolate,salad dressing,2
chocolate,tea,13
chocolate,rice,14
chocolate,flower (seeds),28
chocolate,kitchen utensil,1
chocolate,jam,14
chocolate,honey,5
chocolate,cake bar,39
chocolate,organic products,6
chocolate,softener,14
chocolate,cocoa drinks,6
chocolate,nut snack,5
chocolate,rubbing alcohol,1
chocolate,skin care,9
chocolate,cream,8
chocolate,ketchup,13
chocolate,syrup,10
chocolate,abrasive cleaner,10
chocolate,liqueur,4
chocolate,seasonal products,40
chocolate,cooking chocolate,8
chocolate,tidbits,10
chocolate,whisky,2
chocolate,candles,21
chocolate,male cosmetics,16
chocolate,dishes,53
chocolate,meat spreads,18
chocolate,cereals,19
chocolate,flower soil/fertilizer,6
chocolate,kitchen towels,16
chocolate,roll products,33
chocolate,dental care,15
chocolate,mayonnaise,32
chocolate,soft cheese,62
chocolate,organic sausage,8
chocolate,snack products,10
chocolate,instant coffee,24
chocolate,specialty fat,13
chocolate,mustard,39
chocolate,soups,17
chocolate,sweet spreads,31
chocolate,bags,3
chocolate,long life bakery product,84
chocolate,chocolate marshmallow,24
chocolate,rum,7
chocolate,sauces,16
chocolate,waffles,95
chocolate,napkins,110
chocolate,spices,10
chocolate,brandy,15
chocolate,frozen fruits,4
chocolate,canned fruit,9
chocolate,zwieback,25
chocolate,liver loaf,17
chocolate,prosecco,11
chocolate,bathroom cleaner,10
chocolate,cat food,52
chocolate,semi-finished bread,52
chocolate,cookware,7
chocolate,canned fish,42
chocolate,chewing gum,57
chocolate,canned vegetables,35
chocolate,light bulbs,12
chocolate,artif. sweetener,12
chocolate,hygiene articles,79
chocolate,frozen fish,41
chocolate,potato products,9
chocolate,nuts/prunes,12
chocolate,vinegar,14
chocolate,frozen dessert,39
chocolate,decalcifier,4
chocolate,spread cheese,40
chocolate,house keeping products,21
chocolate,frozen chicken,2
chocolate,soap,7
chocolate,cling film/bags,26
chocolate,female sanitary products,18
chocolate,white bread,123
chocolate,pet care,27
chocolate,Instant food products,22
chocolate,salty snack,78
chocolate,specialty cheese,31
chocolate,baking powder,42
chocolate,dish cleaner,32
chocolate,sliced cheese,83
chocolate,frozen vegetables,139
chocolate,whipped/sour cream,159
chocolate,oil,84
chocolate,salt,32
chocolate,shopping bags,168
chocolate,margarine,150
chocolate,domestic eggs,165
chocolate,photo/film,35
chocolate,hair spray,4
chocolate,onions,111
chocolate,candy,79
chocolate,UHT-milk,105
chocolate,liquor (appetizer),30
chocolate,pickled vegetables,54
chocolate,liquor,43
chocolate,cream cheese,103
chocolate,hard cheese,76
chocolate,ice cream,77
chocolate,meat,88
chocolate,white wine,63
chocolate,cleaner,13
chocolate,condensed milk,38
chocolate,specialty chocolate,79
chocolate,dog food,31
chocolate,dessert,113
chocolate,bottled beer,160
chocolate,beverages,84
chocolate,finished products,24
chocolate,popcorn,20
chocolate,pasta,45
chocolate,curd,147
chocolate,newspapers,169
chocolate,sparkling wine,17
chocolate,fish,11
chocolate,processed cheese,47
chocolate,grapes,74
chocolate,detergent,45
chocolate,soda,248
chocolate,herbs,64
chocolate,frozen meals,87
chocolate,sugar,95
chocolate,flour,55
chocolate,frozen potato products,36
chocolate,red/blush wine,57
chocolate,curd cheese,22
chocolate,turkey,29
chocolate,ham,93
chocolate,misc. beverages,70
chocolate,coffee,148
chocolate,berries,100
chocolate,canned beer,180
chocolate,pastry,192
chocolate,pork,139
chocolate,root vegetables,221
chocolate,hamburger meat,102
chocolate,brown bread,172
chocolate,sausage,179
chocolate,yogurt,235
chocolate,bottled water,206
chocolate,butter milk,79
chocolate,specialty bar,80
specialty bar,make up remover,1
specialty bar,ready soups,1
specialty bar,pudding powder,3
specialty bar,specialty vegetables,2
specialty bar,salad dressing,2
specialty bar,tea,7
specialty bar,rice,15
specialty bar,flower (seeds),22
specialty bar,kitchen utensil,1
specialty bar,jam,7
specialty bar,honey,4
specialty bar,cake bar,26
specialty bar,organic products,4
specialty bar,softener,13
specialty bar,cocoa drinks,3
specialty bar,nut snack,2
specialty bar,rubbing alcohol,2
specialty bar,skin care,7
specialty bar,cream,1
specialty bar,ketchup,8
specialty bar,syrup,7
specialty bar,abrasive cleaner,7
specialty bar,liqueur,1
specialty bar,seasonal products,22
specialty bar,cooking chocolate,4
specialty bar,tidbits,6
specialty bar,whisky,4
specialty bar,candles,18
specialty bar,male cosmetics,6
specialty bar,dishes,32
specialty bar,meat spreads,11
specialty bar,cereals,10
specialty bar,flower soil/fertilizer,4
specialty bar,kitchen towels,5
specialty bar,roll products,25
specialty bar,dental care,6
specialty bar,mayonnaise,21
specialty bar,soft cheese,38
specialty bar,organic sausage,4
specialty bar,snack products,3
specialty bar,instant coffee,17
specialty bar,specialty fat,5
specialty bar,mustard,20
specialty bar,soups,9
specialty bar,sweet spreads,19
specialty bar,long life bakery product,63
specialty bar,chocolate marshmallow,15
specialty bar,rum,12
specialty bar,sauces,16
specialty bar,waffles,60
specialty bar,napkins,76
specialty bar,spices,14
specialty bar,baby cosmetics,1
specialty bar,brandy,8
specialty bar,frozen fruits,4
specialty bar,canned fruit,6
specialty bar,zwieback,13
specialty bar,liver loaf,8
specialty bar,prosecco,4
specialty bar,bathroom cleaner,6
specialty bar,cat food,42
specialty bar,semi-finished bread,28
specialty bar,cookware,7
specialty bar,canned fish,24
specialty bar,chewing gum,52
specialty bar,canned vegetables,23
specialty bar,light bulbs,9
specialty bar,artif. sweetener,12
specialty bar,hygiene articles,35
specialty bar,frozen fish,27
specialty bar,potato products,8
specialty bar,nuts/prunes,5
specialty bar,vinegar,13
specialty bar,frozen dessert,28
specialty bar,decalcifier,1
specialty bar,spread cheese,30
specialty bar,house keeping products,9
specialty bar,frozen chicken,2
specialty bar,soap,4
specialty bar,cling film/bags,18
specialty bar,female sanitary products,11
specialty bar,white bread,62
specialty bar,pet care,21
specialty bar,Instant food products,11
specialty bar,salty snack,68
specialty bar,specialty cheese,21
specialty bar,baking powder,33
specialty bar,dish cleaner,14
specialty bar,sliced cheese,48
specialty bar,frozen vegetables,86
specialty bar,whipped/sour cream,110
specialty bar,oil,46
specialty bar,salt,22
specialty bar,shopping bags,128
specialty bar,margarine,90
specialty bar,domestic eggs,106
specialty bar,photo/film,15
specialty bar,hair spray,1
specialty bar,onions,66
specialty bar,candy,54
specialty bar,UHT-milk,71
specialty bar,liquor (appetizer),13
specialty bar,pickled vegetables,29
specialty bar,liquor,20
specialty bar,cream cheese,80
specialty bar,hard cheese,43
specialty bar,ice cream,58
specialty bar,meat,48
specialty bar,white wine,44
specialty bar,cleaner,6
specialty bar,condensed milk,27
specialty bar,specialty chocolate,53
specialty bar,dog food,18
specialty bar,dessert,71
specialty bar,bottled beer,102
specialty bar,beverages,59
specialty bar,finished products,11
specialty bar,popcorn,12
specialty bar,pasta,32
specialty bar,curd,101
specialty bar,newspapers,108
specialty bar,sparkling wine,17
specialty bar,fish,11
specialty bar,processed cheese,34
specialty bar,grapes,41
specialty bar,detergent,31
specialty bar,soda,168
specialty bar,herbs,34
specialty bar,frozen meals,47
specialty bar,sugar,68
specialty bar,flour,37
specialty bar,frozen potato products,22
specialty bar,red/blush wine,36
specialty bar,curd cheese,8
specialty bar,turkey,24
specialty bar,ham,57
specialty bar,misc. beverages,52
specialty bar,coffee,91
specialty bar,berries,64
specialty bar,canned beer,108
specialty bar,pastry,119
specialty bar,pork,95
specialty bar,root vegetables,147
specialty bar,hamburger meat,73
specialty bar,brown bread,97
specialty bar,sausage,110
specialty bar,yogurt,153
specialty bar,bottled water,133
specialty bar,butter milk,61
butter milk,preservation products,1
butter milk,toilet cleaner,4
butter milk,ready soups,2
butter milk,pudding powder,4
butter milk,specialty vegetables,2
butter milk,salad dressing,4
butter milk,tea,5
butter milk,rice,21
butter milk,flower (seeds),26
butter milk,jam,10
butter milk,honey,6
butter milk,cake bar,28
butter milk,organic products,6
butter milk,softener,15
butter milk,cocoa drinks,6
butter milk,nut snack,6
butter milk,rubbing alcohol,2
butter milk,skin care,4
butter milk,cream,2
butter milk,ketchup,9
butter milk,syrup,9
butter milk,abrasive cleaner,10
butter milk,liqueur,3
butter milk,seasonal products,39
butter milk,cooking chocolate,5
butter milk,tidbits,9
butter milk,whisky,4
butter milk,candles,19
butter milk,male cosmetics,9
butter milk,dishes,42
butter milk,meat spreads,11
butter milk,cereals,23
butter milk,flower soil/fertilizer,8
butter milk,kitchen towels,7
butter milk,roll products,27
butter milk,dental care,11
butter milk,mayonnaise,22
butter milk,soft cheese,42
butter milk,organic sausage,9
butter milk,snack products,15
butter milk,instant coffee,20
butter milk,specialty fat,14
butter milk,mustard,31
butter milk,soups,15
butter milk,sweet spreads,25
butter milk,bags,1
butter milk,long life bakery product,73
butter milk,chocolate marshmallow,22
butter milk,rum,8
butter milk,sauces,13
butter milk,waffles,86
butter milk,napkins,94
butter milk,spices,15
butter milk,baby cosmetics,2
butter milk,brandy,11
butter milk,frozen fruits,3
butter milk,canned fruit,10
butter milk,zwieback,21
butter milk,liver loaf,20
butter milk,prosecco,4
butter milk,bathroom cleaner,4
butter milk,cat food,50
butter milk,semi-finished bread,36
butter milk,cookware,6
butter milk,canned fish,38
butter milk,chewing gum,57
butter milk,canned vegetables,35
butter milk,light bulbs,10
butter milk,artif. sweetener,9
butter milk,hygiene articles,61
butter milk,frozen fish,25
butter milk,potato products,12
butter milk,nuts/prunes,17
butter milk,vinegar,17
butter milk,frozen dessert,31
butter milk,decalcifier,5
butter milk,spread cheese,33
butter milk,house keeping products,16
butter milk,frozen chicken,3
butter milk,soap,4
butter milk,cling film/bags,20
butter milk,female sanitary products,9
butter milk,white bread,89
butter milk,pet care,29
butter milk,Instant food products,15
butter milk,salty snack,79
butter milk,specialty cheese,18
butter milk,baking powder,38
butter milk,dish cleaner,24
butter milk,sliced cheese,55
butter milk,frozen vegetables,114
butter milk,whipped/sour cream,137
butter milk,oil,62
butter milk,salt,21
butter milk,shopping bags,141
butter milk,margarine,117
butter milk,domestic eggs,124
butter milk,photo/film,25
butter milk,hair spray,5
butter milk,onions,84
butter milk,candy,56
butter milk,UHT-milk,82
butter milk,liquor (appetizer),22
butter milk,pickled vegetables,47
butter milk,liquor,30
butter milk,cream cheese,91
butter milk,hard cheese,58
butter milk,ice cream,74
butter milk,meat,78
butter milk,white wine,60
butter milk,cleaner,5
butter milk,condensed milk,30
butter milk,specialty chocolate,64
butter milk,dog food,21
butter milk,dessert,81
butter milk,bottled beer,142
butter milk,beverages,69
butter milk,finished products,24
butter milk,popcorn,12
butter milk,pasta,36
butter milk,curd,120
butter milk,newspapers,142
butter milk,sparkling wine,16
butter milk,fish,9
butter milk,processed cheese,53
butter milk,grapes,61
butter milk,detergent,38
butter milk,soda,206
butter milk,herbs,38
butter milk,frozen meals,74
butter milk,sugar,68
butter milk,flour,41
butter milk,frozen potato products,19
butter milk,red/blush wine,41
butter milk,curd cheese,13
butter milk,turkey,20
butter milk,ham,79
butter milk,misc. beverages,60
butter milk,coffee,118
butter milk,berries,86
butter milk,canned beer,137
butter milk,pastry,147
butter milk,pork,112
butter milk,root vegetables,167
butter milk,hamburger meat,89
butter milk,brown bread,125
butter milk,sausage,141
butter milk,yogurt,184
butter milk,bottled water,158
bottled water,preservation products,1
bottled water,toilet cleaner,3
bottled water,make up remover,3
bottled water,ready soups,9
bottled water,pudding powder,10
bottled water,specialty vegetables,7
bottled water,salad dressing,4
bottled water,tea,22
bottled water,rice,29
bottled water,flower (seeds),47
bottled water,kitchen utensil,1
bottled water,jam,25
bottled water,honey,9
bottled water,cake bar,67
bottled water,organic products,6
bottled water,softener,28
bottled water,cocoa drinks,12
bottled water,nut snack,15
bottled water,rubbing alcohol,4
bottled water,skin care,15
bottled water,cream,7
bottled water,ketchup,28
bottled water,syrup,16
bottled water,abrasive cleaner,14
bottled water,liqueur,8
bottled water,seasonal products,69
bottled water,cooking chocolate,10
bottled water,tidbits,15
bottled water,whisky,4
bottled water,candles,40
bottled water,male cosmetics,24
bottled water,dishes,93
bottled water,meat spreads,25
bottled water,cereals,30
bottled water,flower soil/fertilizer,13
bottled water,kitchen towels,20
bottled water,roll products,53
bottled water,dental care,25
bottled water,mayonnaise,54
bottled water,soft cheese,97
bottled water,organic sausage,15
bottled water,snack products,18
bottled water,instant coffee,37
bottled water,specialty fat,21
bottled water,mustard,64
bottled water,soups,39
bottled water,sweet spreads,51
bottled water,bags,3
bottled water,long life bakery product,164
bottled water,chocolate marshmallow,35
bottled water,rum,19
bottled water,sauces,31
bottled water,waffles,149
bottled water,napkins,192
bottled water,spices,26
bottled water,baby cosmetics,2
bottled water,brandy,25
bottled water,frozen fruits,7
bottled water,canned fruit,15
bottled water,zwieback,40
bottled water,liver loaf,35
bottled water,prosecco,15
bottled water,bathroom cleaner,13
bottled water,cat food,112
bottled water,semi-finished bread,89
bottled water,cookware,10
bottled water,canned fish,71
bottled water,chewing gum,105
bottled water,canned vegetables,56
bottled water,light bulbs,19
bottled water,artif. sweetener,15
bottled water,hygiene articles,136
bottled water,frozen fish,62
bottled water,potato products,15
bottled water,nuts/prunes,20
bottled water,vinegar,44
bottled water,frozen dessert,64
bottled water,decalcifier,8
bottled water,spread cheese,63
bottled water,house keeping products,26
bottled water,frozen chicken,3
bottled water,soap,12
bottled water,cling film/bags,51
bottled water,female sanitary products,31
bottled water,white bread,207
bottled water,pet care,59
bottled water,Instant food products,43
bottled water,salty snack,157
bottled water,specialty cheese,47
bottled water,baking powder,85
bottled water,dish cleaner,49
bottled water,sliced cheese,128
bottled water,frozen vegetables,223
bottled water,whipped/sour cream,299
bottled water,oil,139
bottled water,salt,61
bottled water,shopping bags,317
bottled water,margarine,244
bottled water,domestic eggs,287
bottled water,photo/film,52
bottled water,hair spray,6
bottled water,onions,187
bottled water,candy,135
bottled water,UHT-milk,176
bottled water,liquor (appetizer),45
bottled water,pickled vegetables,94
bottled water,liquor,70
bottled water,cream cheese,196
bottled water,hard cheese,138
bottled water,ice cream,150
bottled water,meat,149
bottled water,white wine,114
bottled water,cleaner,20
bottled water,condensed milk,71
bottled water,specialty chocolate,133
bottled water,dog food,41
bottled water,dessert,203
bottled water,bottled beer,300
bottled water,beverages,156
bottled water,finished products,47
bottled water,popcorn,36
bottled water,pasta,82
bottled water,curd,266
bottled water,newspapers,297
bottled water,sparkling wine,33
bottled water,fish,18
bottled water,processed cheese,106
bottled water,grapes,129
bottled water,detergent,85
bottled water,soda,436
bottled water,herbs,96
bottled water,frozen meals,146
bottled water,sugar,167
bottled water,flour,96
bottled water,frozen potato products,55
bottled water,red/blush wine,100
bottled water,curd cheese,33
bottled water,turkey,55
bottled water,ham,150
bottled water,misc. beverages,129
bottled water,coffee,243
bottled water,berries,188
bottled water,canned beer,301
bottled water,pastry,345
bottled water,pork,224
bottled water,root vegetables,386
bottled water,hamburger meat,188
bottled water,brown bread,281
bottled water,sausage,318
bottled water,yogurt,425
yogurt,preservation products,1
yogurt,toilet cleaner,4
yogurt,make up remover,3
yogurt,ready soups,14
yogurt,pudding powder,16
yogurt,specialty vegetables,10
yogurt,salad dressing,3
yogurt,tea,23
yogurt,rice,37
yogurt,flower (seeds),56
yogurt,kitchen utensil,1
yogurt,jam,30
yogurt,honey,10
yogurt,cake bar,76
yogurt,organic products,7
yogurt,softener,32
yogurt,cocoa drinks,14
yogurt,nut snack,16
yogurt,rubbing alcohol,4
yogurt,skin care,18
yogurt,cream,11
yogurt,ketchup,26
yogurt,syrup,15
yogurt,abrasive cleaner,17
yogurt,liqueur,9
yogurt,seasonal products,86
yogurt,cooking chocolate,11
yogurt,tidbits,17
yogurt,whisky,6
yogurt,candles,52
yogurt,male cosmetics,31
yogurt,dishes,102
yogurt,meat spreads,31
yogurt,cereals,35
yogurt,flower soil/fertilizer,15
yogurt,kitchen towels,21
yogurt,roll products,60
yogurt,dental care,25
yogurt,mayonnaise,55
yogurt,soft cheese,123
yogurt,organic sausage,17
yogurt,snack products,23
yogurt,instant coffee,45
yogurt,specialty fat,21
yogurt,mustard,70
yogurt,soups,36
yogurt,sweet spreads,56
yogurt,bags,4
yogurt,long life bakery product,175
yogurt,chocolate marshmallow,51
yogurt,rum,21
yogurt,sauces,32
yogurt,waffles,178
yogurt,napkins,207
yogurt,spices,35
yogurt,baby cosmetics,3
yogurt,brandy,33
yogurt,frozen fruits,9
yogurt,canned fruit,19
yogurt,zwieback,44
yogurt,liver loaf,39
yogurt,prosecco,15
yogurt,bathroom cleaner,12
yogurt,cat food,135
yogurt,semi-finished bread,106
yogurt,cookware,15
yogurt,canned fish,87
yogurt,chewing gum,138
yogurt,canned vegetables,57
yogurt,light bulbs,21
yogurt,artif. sweetener,23
yogurt,hygiene articles,148
yogurt,frozen fish,81
yogurt,potato products,13
yogurt,nuts/prunes,30
yogurt,vinegar,45
yogurt,frozen dessert,75
yogurt,decalcifier,7
yogurt,spread cheese,75
yogurt,house keeping products,34
yogurt,frozen chicken,4
yogurt,soap,17
yogurt,cling film/bags,55
yogurt,female sanitary products,34
yogurt,white bread,235
yogurt,pet care,70
yogurt,Instant food products,43
yogurt,salty snack,193
yogurt,specialty cheese,60
yogurt,baking powder,89
yogurt,dish cleaner,57
yogurt,sliced cheese,160
yogurt,frozen vegetables,254
yogurt,whipped/sour cream,343
yogurt,oil,163
yogurt,salt,63
yogurt,shopping bags,367
yogurt,margarine,282
yogurt,domestic eggs,325
yogurt,photo/film,62
yogurt,hair spray,7
yogurt,onions,215
yogurt,candy,158
yogurt,UHT-milk,224
yogurt,liquor (appetizer),52
yogurt,pickled vegetables,101
yogurt,liquor,80
yogurt,cream cheese,227
yogurt,hard cheese,151
yogurt,ice cream,172
yogurt,meat,185
yogurt,white wine,125
yogurt,cleaner,25
yogurt,condensed milk,79
yogurt,specialty chocolate,162
yogurt,dog food,51
yogurt,dessert,224
yogurt,bottled beer,344
yogurt,beverages,168
yogurt,finished products,42
yogurt,popcorn,38
yogurt,pasta,95
yogurt,curd,312
yogurt,newspapers,334
yogurt,sparkling wine,34
yogurt,fish,21
yogurt,processed cheese,118
yogurt,grapes,147
yogurt,detergent,97
yogurt,soda,509
yogurt,herbs,115
yogurt,frozen meals,178
yogurt,sugar,178
yogurt,flour,115
yogurt,frozen potato products,52
yogurt,red/blush wine,107
yogurt,curd cheese,35
yogurt,turkey,60
yogurt,ham,186
yogurt,misc. beverages,159
yogurt,coffee,290
yogurt,berries,219
yogurt,canned beer,359
yogurt,pastry,396
yogurt,pork,282
yogurt,root vegetables,452
yogurt,hamburger meat,218
yogurt,brown bread,326
yogurt,sausage,379
sausage,preservation products,1
sausage,toilet cleaner,1
sausage,make up remover,4
sausage,ready soups,8
sausage,pudding powder,13
sausage,specialty vegetables,3
sausage,salad dressing,3
sausage,tea,14
sausage,rice,24
sausage,flower (seeds),40
sausage,jam,22
sausage,honey,9
sausage,cake bar,59
sausage,organic products,6
sausage,softener,21
sausage,cocoa drinks,11
sausage,nut snack,12
sausage,rubbing alcohol,4
sausage,skin care,10
sausage,cream,9
sausage,ketchup,22
sausage,syrup,12
sausage,abrasive cleaner,15
sausage,liqueur,8
sausage,seasonal products,63
sausage,cooking chocolate,11
sausage,tidbits,12
sausage,whisky,5
sausage,candles,39
sausage,male cosmetics,22
sausage,dishes,73
sausage,meat spreads,25
sausage,cereals,19
sausage,flower soil/fertilizer,13
sausage,kitchen towels,23
sausage,roll products,39
sausage,dental care,18
sausage,mayonnaise,42
sausage,soft cheese,77
sausage,organic sausage,12
sausage,snack products,19
sausage,instant coffee,29
sausage,specialty fat,12
sausage,mustard,54
sausage,soups,29
sausage,sweet spreads,38
sausage,bags,3
sausage,long life bakery product,123
sausage,chocolate marshmallow,29
sausage,rum,21
sausage,sauces,24
sausage,waffles,133
sausage,napkins,151
sausage,spices,25
sausage,baby cosmetics,1
sausage,brandy,22
sausage,frozen fruits,8
sausage,canned fruit,17
sausage,zwieback,36
sausage,liver loaf,39
sausage,prosecco,13
sausage,bathroom cleaner,7
sausage,cat food,90
sausage,semi-finished bread,83
sausage,cookware,13
sausage,canned fish,52
sausage,chewing gum,99
sausage,canned vegetables,45
sausage,light bulbs,18
sausage,artif. sweetener,19
sausage,hygiene articles,119
sausage,frozen fish,54
sausage,potato products,14
sausage,nuts/prunes,17
sausage,vinegar,39
sausage,frozen dessert,47
sausage,decalcifier,4
sausage,spread cheese,65
sausage,house keeping products,31
sausage,frozen chicken,3
sausage,soap,9
sausage,cling film/bags,37
sausage,female sanitary products,24
sausage,white bread,178
sausage,pet care,43
sausage,Instant food products,37
sausage,salty snack,132
sausage,specialty cheese,46
sausage,baking powder,74
sausage,dish cleaner,37
sausage,sliced cheese,110
sausage,frozen vegetables,190
sausage,whipped/sour cream,272
sausage,oil,118
sausage,salt,50
sausage,shopping bags,263
sausage,margarine,213
sausage,domestic eggs,238
sausage,photo/film,48
sausage,hair spray,7
sausage,onions,168
sausage,candy,111
sausage,UHT-milk,173
sausage,liquor (appetizer),43
sausage,pickled vegetables,72
sausage,liquor,60
sausage,cream cheese,170
sausage,hard cheese,117
sausage,ice cream,130
sausage,meat,157
sausage,white wine,107
sausage,cleaner,18
sausage,condensed milk,55
sausage,specialty chocolate,120
sausage,dog food,42
sausage,dessert,171
sausage,bottled beer,282
sausage,beverages,134
sausage,finished products,45
sausage,popcorn,31
sausage,pasta,78
sausage,curd,243
sausage,newspapers,247
sausage,sparkling wine,27
sausage,fish,20
sausage,processed cheese,80
sausage,grapes,124
sausage,detergent,77
sausage,soda,385
sausage,herbs,90
sausage,frozen meals,136
sausage,sugar,124
sausage,flour,78
sausage,frozen potato products,36
sausage,red/blush wine,86
sausage,curd cheese,29
sausage,turkey,53
sausage,ham,150
sausage,misc. beverages,115
sausage,coffee,227
sausage,berries,186
sausage,canned beer,286
sausage,pastry,303
sausage,pork,252
sausage,root vegetables,361
sausage,hamburger meat,175
sausage,brown bread,245
brown bread,preservation products,1
brown bread,make up remover,2
brown bread,ready soups,10
brown bread,pudding powder,7
brown bread,specialty vegetables,6
brown bread,salad dressing,4
brown bread,tea,13
brown bread,rice,32
brown bread,flower (seeds),35
brown bread,jam,17
brown bread,honey,5
brown bread,cake bar,49
brown bread,organic products,3
brown bread,softener,24
brown bread,cocoa drinks,7
brown bread,nut snack,12
brown bread,rubbing alcohol,1
brown bread,skin care,8
brown bread,cream,8
brown bread,ketchup,16
brown bread,syrup,12
brown bread,abrasive cleaner,13
brown bread,liqueur,5
brown bread,seasonal products,50
brown bread,cooking chocolate,8
brown bread,tidbits,11
brown bread,whisky,7
brown bread,candles,34
brown bread,male cosmetics,18
brown bread,dishes,65
brown bread,meat spreads,23
brown bread,cereals,23
brown bread,flower soil/fertilizer,9
brown bread,kitchen towels,16
brown bread,roll products,56
brown bread,dental care,16
brown bread,mayonnaise,43
brown bread,soft cheese,74
brown bread,organic sausage,12
brown bread,snack products,15
brown bread,instant coffee,30
brown bread,specialty fat,18
brown bread,mustard,48
brown bread,soups,24
brown bread,sweet spreads,41
brown bread,bags,2
brown bread,long life bakery product,112
brown bread,chocolate marshmallow,32
brown bread,rum,16
brown bread,sauces,21
brown bread,waffles,122
brown bread,napkins,140
brown bread,spices,13
brown bread,brandy,22
brown bread,frozen fruits,4
brown bread,canned fruit,10
brown bread,zwieback,36
brown bread,liver loaf,22
brown bread,prosecco,8
brown bread,bathroom cleaner,10
brown bread,cat food,76
brown bread,semi-finished bread,53
brown bread,cookware,8
brown bread,canned fish,63
brown bread,chewing gum,92
brown bread,canned vegetables,43
brown bread,light bulbs,12
brown bread,artif. sweetener,16
brown bread,hygiene articles,103
brown bread,frozen fish,58
brown bread,potato products,12
brown bread,nuts/prunes,17
brown bread,vinegar,30
brown bread,frozen dessert,51
brown bread,decalcifier,5
brown bread,spread cheese,50
brown bread,house keeping products,34
brown bread,frozen chicken,1
brown bread,soap,13
brown bread,cling film/bags,31
brown bread,female sanitary products,23
brown bread,white bread,168
brown bread,pet care,39
brown bread,Instant food products,28
brown bread,salty snack,131
brown bread,specialty cheese,41
brown bread,baking powder,64
brown bread,dish cleaner,44
brown bread,sliced cheese,101
brown bread,frozen vegetables,177
brown bread,whipped/sour cream,238
brown bread,oil,108
brown bread,salt,39
brown bread,shopping bags,239
brown bread,margarine,197
brown bread,domestic eggs,216
brown bread,photo/film,46
brown bread,hair spray,4
brown bread,onions,126
brown bread,candy,120
brown bread,UHT-milk,149
brown bread,liquor (appetizer),37
brown bread,pickled vegetables,67
brown bread,liquor,49
brown bread,cream cheese,140
brown bread,hard cheese,106
brown bread,ice cream,101
brown bread,meat,121
brown bread,white wine,82
brown bread,cleaner,16
brown bread,condensed milk,41
brown bread,specialty chocolate,106
brown bread,dog food,30
brown bread,dessert,162
brown bread,bottled beer,233
brown bread,beverages,122
brown bread,finished products,28
brown bread,popcorn,23
brown bread,pasta,72
brown bread,curd,206
brown bread,newspapers,222
brown bread,sparkling wine,26
brown bread,fish,18
brown bread,processed cheese,80
brown bread,grapes,100
brown bread,detergent,64
brown bread,soda,345
brown bread,herbs,87
brown bread,frozen meals,115
brown bread,sugar,119
brown bread,flour,75
brown bread,frozen potato products,32
brown bread,red/blush wine,82
brown bread,curd cheese,24
brown bread,turkey,40
brown bread,ham,113
brown bread,misc. beverages,101
brown bread,coffee,193
brown bread,berries,149
brown bread,canned beer,237
brown bread,pastry,264
brown bread,pork,193
brown bread,root vegetables,301
brown bread,hamburger meat,143
hamburger meat,toilet cleaner,3
hamburger meat,ready soups,5
hamburger meat,pudding powder,6
hamburger meat,specialty vegetables,4
hamburger meat,salad dressing,1
hamburger meat,tea,10
hamburger meat,rice,13
hamburger meat,flower (seeds),20
hamburger meat,jam,11
hamburger meat,honey,5
hamburger meat,cake bar,25
hamburger meat,organic products,5
hamburger meat,softener,16
hamburger meat,cocoa drinks,5
hamburger meat,nut snack,3
hamburger meat,rubbing alcohol,2
hamburger meat,skin care,5
hamburger meat,cream,5
hamburger meat,ketchup,11
hamburger meat,syrup,9
hamburger meat,abrasive cleaner,9
hamburger meat,liqueur,4
hamburger meat,seasonal products,38
hamburger meat,cooking chocolate,8
hamburger meat,tidbits,8
hamburger meat,whisky,4
hamburger meat,candles,26
hamburger meat,male cosmetics,12
hamburger meat,dishes,49
hamburger meat,meat spreads,15
hamburger meat,cereals,15
hamburger meat,flower soil/fertilizer,7
hamburger meat,kitchen towels,10
hamburger meat,roll products,28
hamburger meat,dental care,10
