source,dest,weight
bottled water,meat,59
bottled water,white wine,33
bottled water,cleaner,8
bottled water,condensed milk,25
bottled water,specialty chocolate,63
bottled water,dog food,18
bottled water,dessert,82
bottled water,bottled beer,157
bottled water,beverages,57
bottled water,finished products,13
bottled water,popcorn,11
bottled water,pasta,32
bottled water,curd,129
bottled water,newspapers,131
bottled water,sparkling wine,14
bottled water,fish,7
bottled water,processed cheese,46
bottled water,grapes,50
bottled water,detergent,29
bottled water,soda,297
bottled water,herbs,31
bottled water,frozen meals,60
bottled water,sugar,78
bottled water,flour,40
bottled water,frozen potato products,19
bottled water,red/blush wine,37
bottled water,curd cheese,17
bottled water,turkey,22
bottled water,ham,67
bottled water,misc. beverages,46
bottled water,coffee,102
bottled water,berries,76
bottled water,canned beer,154
bottled water,pastry,170
bottled water,pork,110
bottled water,root vegetables,211
bottled water,hamburger meat,78
bottled water,brown bread,148
bottled water,sausage,192
bottled water,yogurt,259
yogurt,toilet cleaner,1
yogurt,make up remover,1
yogurt,ready soups,1
yogurt,pudding powder,6
yogurt,specialty vegetables,5
yogurt,salad dressing,3
yogurt,tea,9
yogurt,rice,14
yogurt,flower (seeds),19
yogurt,kitchen utensil,1
yogurt,jam,14
yogurt,honey,5
yogurt,cake bar,29
yogurt,organic products,3
yogurt,softener,15
yogurt,cocoa drinks,3
yogurt,nut snack,8
yogurt,rubbing alcohol,3
yogurt,skin care,4
yogurt,cream,2
yogurt,ketchup,9
yogurt,syrup,8
yogurt,abrasive cleaner,9
yogurt,liqueur,3
yogurt,seasonal products,35
yogurt,cooking chocolate,2
yogurt,tidbits,4
yogurt,whisky,2
yogurt,candles,20
yogurt,male cosmetics,18
yogurt,dishes,36
yogurt,meat spreads,9
yogurt,cereals,13
yogurt,flower soil/fertilizer,6
yogurt,kitchen towels,12
yogurt,roll products,20
yogurt,dental care,14
yogurt,mayonnaise,22
yogurt,soft cheese,54
yogurt,organic sausage,9
yogurt,snack products,5
yogurt,instant coffee,26
yogurt,specialty fat,8
yogurt,mustard,28
yogurt,soups,20
yogurt,sweet spreads,21
yogurt,bags,2
yogurt,long life bakery product,80
yogurt,chocolate marshmallow,21
yogurt,rum,11
yogurt,sauces,13
yogurt,waffles,92
yogurt,napkins,97
yogurt,spices,16
yogurt,baby cosmetics,1
yogurt,brandy,11
yogurt,frozen fruits,1
yogurt,canned fruit,5
yogurt,zwieback,22
yogurt,liver loaf,14
yogurt,prosecco,6
yogurt,bathroom cleaner,4
yogurt,cat food,53
yogurt,semi-finished bread,49
yogurt,cookware,7
yogurt,canned fish,37
yogurt,chewing gum,69
yogurt,canned vegetables,21
yogurt,light bulbs,13
yogurt,artif. sweetener,4
yogurt,hygiene articles,61
yogurt,frozen fish,30
yogurt,potato products,10
yogurt,nuts/prunes,10
yogurt,vinegar,11
yogurt,frozen dessert,34
yogurt,decalcifier,3
yogurt,spread cheese,34
yogurt,house keeping products,16
yogurt,frozen chicken,2
yogurt,soap,6
yogurt,cling film/bags,21
yogurt,female sanitary products,11
yogurt,white bread,111
yogurt,pet care,29
yogurt,Instant food products,17
yogurt,salty snack,90
yogurt,specialty cheese,22
yogurt,baking powder,46
yogurt,dish cleaner,24
yogurt,sliced cheese,72
yogurt,frozen vegetables,131
yogurt,whipped/sour cream,187
yogurt,oil,78
yogurt,salt,27
yogurt,shopping bags,214
yogurt,margarine,143
yogurt,domestic eggs,169
yogurt,photo/film,20
yogurt,hair spray,2
yogurt,onions,93
yogurt,candy,77
yogurt,UHT-milk,91
yogurt,liquor (appetizer),22
yogurt,pickled vegetables,40
yogurt,liquor,40
yogurt,cream cheese,113
yogurt,hard cheese,58
yogurt,ice cream,67
yogurt,meat,69
yogurt,white wine,64
yogurt,cleaner,8
yogurt,condensed milk,34
yogurt,specialty chocolate,62
yogurt,dog food,25
yogurt,dessert,106
yogurt,bottled beer,190
yogurt,beverages,79
yogurt,finished products,18
yogurt,popcorn,17
yogurt,pasta,41
yogurt,curd,157
yogurt,newspapers,184
yogurt,sparkling wine,11
yogurt,fish,8
yogurt,processed cheese,49
yogurt,grapes,75
yogurt,detergent,43
yogurt,soda,380
yogurt,herbs,59
yogurt,frozen meals,81
yogurt,sugar,82
yogurt,flour,55
yogurt,frozen potato products,17
yogurt,red/blush wine,46
yogurt,curd cheese,21
yogurt,turkey,20
yogurt,ham,80
yogurt,misc. beverages,77
yogurt,coffee,141
yogurt,berries,95
yogurt,canned beer,202
yogurt,pastry,226
yogurt,pork,165
yogurt,root vegetables,279
yogurt,hamburger meat,111
yogurt,brown bread,164
yogurt,sausage,294
sausage,toilet cleaner,2
sausage,ready soups,1
sausage,pudding powder,2
sausage,specialty vegetables,3
sausage,salad dressing,2
sausage,tea,9
sausage,rice,10
sausage,flower (seeds),18
sausage,jam,10
sausage,honey,4
sausage,cake bar,26
sausage,organic products,3
sausage,softener,8
sausage,cocoa drinks,6
sausage,nut snack,3
sausage,rubbing alcohol,1
sausage,skin care,4
sausage,cream,4
sausage,ketchup,5
sausage,syrup,3
sausage,abrasive cleaner,7
sausage,liqueur,2
sausage,seasonal products,19
sausage,cooking chocolate,3
sausage,tidbits,6
sausage,whisky,2
sausage,candles,19
sausage,male cosmetics,12
sausage,dishes,27
sausage,meat spreads,10
sausage,cereals,12
sausage,flower soil/fertilizer,4
sausage,kitchen towels,11
sausage,roll products,18
sausage,dental care,13
sausage,mayonnaise,19
sausage,soft cheese,26
sausage,organic sausage,3
sausage,snack products,11
sausage,instant coffee,16
sausage,specialty fat,7
sausage,mustard,18
sausage,soups,14
sausage,sweet spreads,17
sausage,bags,1
sausage,long life bakery product,70
sausage,chocolate marshmallow,13
sausage,rum,11
sausage,sauces,9
sausage,waffles,62
sausage,napkins,74
sausage,spices,7
sausage,baby cosmetics,1
sausage,brandy,12
sausage,frozen fruits,1
sausage,canned fruit,4
sausage,zwieback,18
sausage,liver loaf,8
sausage,prosecco,6
sausage,bathroom cleaner,4
sausage,cat food,44
sausage,semi-finished bread,33
sausage,cookware,8
sausage,canned fish,26
sausage,chewing gum,39
sausage,canned vegetables,17
sausage,light bulbs,7
sausage,artif. sweetener,7
sausage,hygiene articles,49
sausage,frozen fish,28
sausage,potato products,4
sausage,nuts/prunes,9
sausage,vinegar,14
sausage,frozen dessert,20
sausage,decalcifier,2
sausage,spread cheese,30
sausage,house keeping products,16
sausage,soap,3
sausage,cling film/bags,15
sausage,female sanitary products,14
sausage,white bread,88
sausage,pet care,17
sausage,Instant food products,13
sausage,salty snack,63
sausage,specialty cheese,17
sausage,baking powder,28
sausage,dish cleaner,14
sausage,sliced cheese,59
sausage,frozen vegetables,95
sausage,whipped/sour cream,152
sausage,oil,47
sausage,salt,25
sausage,shopping bags,144
sausage,margarine,104
sausage,domestic eggs,123
sausage,photo/film,20
sausage,hair spray,2
sausage,onions,66
sausage,candy,50
sausage,UHT-milk,72
sausage,liquor (appetizer),17
sausage,pickled vegetables,27
sausage,liquor,29
sausage,cream cheese,81
sausage,hard cheese,47
sausage,ice cream,60
sausage,meat,59
sausage,white wine,51
sausage,cleaner,3
sausage,condensed milk,29
sausage,specialty chocolate,52
sausage,dog food,20
sausage,dessert,86
sausage,bottled beer,155
sausage,beverages,59
sausage,finished products,15
sausage,popcorn,10
sausage,pasta,20
sausage,curd,125
sausage,newspapers,123
sausage,sparkling wine,10
sausage,fish,4
sausage,processed cheese,38
sausage,grapes,54
sausage,detergent,33
sausage,soda,301
sausage,herbs,40
sausage,frozen meals,62
sausage,sugar,80
sausage,flour,35
sausage,frozen potato products,13
sausage,red/blush wine,37
sausage,curd cheese,11
sausage,turkey,11
sausage,ham,57
sausage,misc. beverages,57
sausage,coffee,99
sausage,berries,70
sausage,canned beer,148
sausage,pastry,158
sausage,pork,123
sausage,root vegetables,219
sausage,hamburger meat,70
sausage,brown bread,137
brown bread,make up remover,1
brown bread,pudding powder,5
brown bread,specialty vegetables,2
brown bread,salad dressing,2
brown bread,tea,5
brown bread,rice,4
brown bread,flower (seeds),10
brown bread,jam,6
brown bread,honey,3
brown bread,cake bar,13
brown bread,organic products,1
brown bread,softener,2
brown bread,cocoa drinks,3
brown bread,nut snack,5
brown bread,rubbing alcohol,1
brown bread,skin care,3
brown bread,cream,1
brown bread,ketchup,5
brown bread,syrup,5
brown bread,abrasive cleaner,2
brown bread,liqueur,1
brown bread,seasonal products,17
brown bread,cooking chocolate,1
brown bread,tidbits,5
brown bread,whisky,2
brown bread,candles,9
brown bread,male cosmetics,7
brown bread,dishes,20
brown bread,meat spreads,3
brown bread,cereals,4
brown bread,flower soil/fertilizer,3
brown bread,kitchen towels,4
brown bread,roll products,12
brown bread,dental care,7
brown bread,mayonnaise,14
brown bread,soft cheese,22
brown bread,organic sausage,3
brown bread,snack products,4
brown bread,instant coffee,9
brown bread,specialty fat,4
brown bread,mustard,12
brown bread,soups,6
brown bread,sweet spreads,7
brown bread,long life bakery product,36
brown bread,chocolate marshmallow,11
brown bread,rum,4
brown bread,sauces,10
brown bread,waffles,40
brown bread,napkins,42
brown bread,spices,5
brown bread,brandy,5
brown bread,frozen fruits,1
brown bread,canned fruit,4
brown bread,zwieback,11
brown bread,liver loaf,3
brown bread,prosecco,5
brown bread,bathroom cleaner,2
brown bread,cat food,31
brown bread,semi-finished bread,19
brown bread,cookware,6
brown bread,canned fish,18
brown bread,chewing gum,23
brown bread,canned vegetables,12
brown bread,light bulbs,6
brown bread,artif. sweetener,1
brown bread,hygiene articles,30
brown bread,frozen fish,18
brown bread,potato products,3
brown bread,nuts/prunes,6
brown bread,vinegar,9
brown bread,frozen dessert,19
brown bread,spread cheese,21
brown bread,house keeping products,6
brown bread,frozen chicken,1
brown bread,soap,3
brown bread,cling film/bags,9
brown bread,female sanitary products,3
brown bread,white bread,63
brown bread,pet care,18
brown bread,Instant food products,8
brown bread,salty snack,47
brown bread,specialty cheese,17
brown bread,baking powder,23
brown bread,dish cleaner,10
brown bread,sliced cheese,33
brown bread,frozen vegetables,64
brown bread,whipped/sour cream,82
brown bread,oil,35
brown bread,salt,15
brown bread,shopping bags,121
brown bread,margarine,62
brown bread,domestic eggs,78
brown bread,photo/film,15
brown bread,hair spray,1
brown bread,onions,47
brown bread,candy,33
brown bread,UHT-milk,48
brown bread,liquor (appetizer),12
brown bread,pickled vegetables,24
brown bread,liquor,20
brown bread,cream cheese,56
brown bread,hard cheese,32
brown bread,ice cream,29
brown bread,meat,44
brown bread,white wine,23
brown bread,cleaner,3
brown bread,condensed milk,15
brown bread,specialty chocolate,36
brown bread,dog food,11
brown bread,dessert,68
brown bread,bottled beer,92
brown bread,beverages,46
brown bread,finished products,9
brown bread,popcorn,9
brown bread,pasta,16
brown bread,curd,78
brown bread,newspapers,92
brown bread,sparkling wine,2
brown bread,fish,3
brown bread,processed cheese,19
brown bread,grapes,41
brown bread,detergent,23
brown bread,soda,184
brown bread,herbs,26
brown bread,frozen meals,43
brown bread,sugar,35
brown bread,flour,30
brown bread,frozen potato products,7
brown bread,red/blush wine,25
brown bread,curd cheese,6
brown bread,turkey,10
brown bread,ham,42
brown bread,misc. beverages,41
brown bread,coffee,68
brown bread,berries,43
brown bread,canned beer,117
brown bread,pastry,122
brown bread,pork,90
brown bread,root vegetables,132
brown bread,hamburger meat,43
hamburger meat,toilet cleaner,1
hamburger meat,ready soups,1
hamburger meat,pudding powder,3
hamburger meat,specialty vegetables,1
hamburger meat,salad dressing,1
hamburger meat,tea,5
hamburger meat,rice,4
hamburger meat,flower (seeds),8
hamburger meat,jam,1
hamburger meat,honey,3
hamburger meat,cake bar,5
hamburger meat,organic products,1
hamburger meat,softener,6
hamburger meat,cocoa drinks,4
hamburger meat,nut snack,4
hamburger meat,rubbing alcohol,1
hamburger meat,skin care,5
hamburger meat,cream,2
hamburger meat,ketchup,1
hamburger meat,syrup,1
hamburger meat,abrasive cleaner,3
hamburger meat,seasonal products,9
hamburger meat,tidbits,2
hamburger meat,candles,6
hamburger meat,male cosmetics,2
hamburger meat,dishes,16
hamburger meat,meat spreads,5
hamburger meat,cereals,2
hamburger meat,flower soil/fertilizer,1
hamburger meat,kitchen towels,3
hamburger meat,roll products,6
hamburger meat,dental care,3
hamburger meat,mayonnaise,3
hamburger meat,soft cheese,22
hamburger meat,organic sausage,4
hamburger meat,snack products,3
hamburger meat,instant coffee,7
hamburger meat,specialty fat,5
hamburger meat,mustard,5
hamburger meat,soups,5
hamburger meat,sweet spreads,6
hamburger meat,bags,1
hamburger meat,long life bakery product,17
hamburger meat,chocolate marshmallow,7
hamburger meat,rum,4
hamburger meat,sauces,4
hamburger meat,waffles,24
hamburger meat,napkins,22
hamburger meat,spices,6
hamburger meat,brandy,2
hamburger meat,canned fruit,3
hamburger meat,zwieback,5
hamburger meat,liver loaf,5
hamburger meat,prosecco,2
hamburger meat,bathroom cleaner,3
hamburger meat,cat food,14
hamburger meat,semi-finished bread,12
hamburger meat,cookware,5
hamburger meat,canned fish,16
hamburger meat,chewing gum,21
hamburger meat,canned vegetables,8
hamburger meat,artif. sweetener,4
hamburger meat,hygiene articles,15
hamburger meat,frozen fish,9
hamburger meat,potato products,2
hamburger meat,nuts/prunes,3
hamburger meat,vinegar,3
hamburger meat,frozen dessert,9
hamburger meat,decalcifier,1
hamburger meat,spread cheese,10
hamburger meat,house keeping products,3
hamburger meat,soap,1
hamburger meat,cling film/bags,9
hamburger meat,female sanitary products,1
hamburger meat,white bread,34
hamburger meat,pet care,10
hamburger meat,Instant food products,4
hamburger meat,salty snack,27
hamburger meat,specialty cheese,6
hamburger meat,baking powder,11
hamburger meat,dish cleaner,10
hamburger meat,sliced cheese,21
hamburger meat,frozen vegetables,39
hamburger meat,whipped/sour cream,66
hamburger meat,oil,24
hamburger meat,salt,10
hamburger meat,shopping bags,53
hamburger meat,margarine,36
hamburger meat,domestic eggs,38
hamburger meat,photo/film,6
hamburger meat,hair spray,1
hamburger meat,onions,23
hamburger meat,candy,22
hamburger meat,UHT-milk,21
hamburger meat,liquor (appetizer),3
hamburger meat,pickled vegetables,17
hamburger meat,liquor,13
hamburger meat,cream cheese,33
hamburger meat,hard cheese,10
hamburger meat,ice cream,22
hamburger meat,meat,14
hamburger meat,white wine,15
hamburger meat,cleaner,2
hamburger meat,condensed milk,11
hamburger meat,specialty chocolate,24
hamburger meat,dog food,4
hamburger meat,dessert,28
hamburger meat,bottled beer,68
hamburger meat,beverages,20
hamburger meat,finished products,6
hamburger meat,popcorn,8
hamburger meat,pasta,17
hamburger meat,curd,43
hamburger meat,newspapers,51
hamburger meat,sparkling wine,6
hamburger meat,fish,5
hamburger meat,processed cheese,16
hamburger meat,grapes,13
hamburger meat,detergent,13
hamburger meat,soda,110
hamburger meat,herbs,9
hamburger meat,frozen meals,20
hamburger meat,sugar,23
hamburger meat,flour,13
hamburger meat,frozen potato products,5
hamburger meat,red/blush wine,17
hamburger meat,curd cheese,5
hamburger meat,turkey,4
hamburger meat,ham,18
hamburger meat,misc. beverages,20
hamburger meat,coffee,42
hamburger meat,berries,25
hamburger meat,canned beer,52
hamburger meat,pastry,53
hamburger meat,pork,48
hamburger meat,root vegetables,83
root vegetables,toilet cleaner,2
root vegetables,make up remover,2
root vegetables,ready soups,4
root vegetables,pudding powder,4
root vegetables,specialty vegetables,3
root vegetables,tea,4
root vegetables,rice,12
root vegetables,flower (seeds),22
root vegetables,kitchen utensil,1
root vegetables,jam,11
root vegetables,honey,1
root vegetables,cake bar,14
root vegetables,organic products,1
root vegetables,softener,12
root vegetables,cocoa drinks,4
root vegetables,nut snack,6
root vegetables,rubbing alcohol,2
root vegetables,skin care,7
root vegetables,cream,3
root vegetables,ketchup,8
root vegetables,syrup,4
root vegetables,abrasive cleaner,7
root vegetables,liqueur,1
root vegetables,seasonal products,29
root vegetables,cooking chocolate,1
root vegetables,tidbits,4
root vegetables,whisky,6
root vegetables,candles,15
root vegetables,male cosmetics,9
root vegetables,dishes,29
root vegetables,meat spreads,7
root vegetables,cereals,13
root vegetables,flower soil/fertilizer,8
root vegetables,kitchen towels,5
root vegetables,roll products,24
root vegetables,dental care,9
root vegetables,mayonnaise,22
root vegetables,soft cheese,44
root vegetables,organic sausage,5
root vegetables,snack products,7
root vegetables,instant coffee,13
root vegetables,specialty fat,6
root vegetables,mustard,28
root vegetables,soups,19
root vegetables,sweet spreads,22
root vegetables,bags,2
root vegetables,long life bakery product,67
root vegetables,chocolate marshmallow,10
root vegetables,rum,8
root vegetables,sauces,12
root vegetables,waffles,75
root vegetables,napkins,89
root vegetables,spices,8
root vegetables,baby cosmetics,2
root vegetables,brandy,13
root vegetables,frozen fruits,3
root vegetables,canned fruit,6
root vegetables,zwieback,19
root vegetables,liver loaf,13
root vegetables,prosecco,5
root vegetables,bathroom cleaner,5
root vegetables,cat food,43
root vegetables,semi-finished bread,39
root vegetables,cookware,3
root vegetables,canned fish,34
root vegetables,chewing gum,48
root vegetables,canned vegetables,23
root vegetables,light bulbs,3
root vegetables,artif. sweetener,5
root vegetables,hygiene articles,62
root vegetables,frozen fish,30
root vegetables,potato products,5
root vegetables,nuts/prunes,7
root vegetables,vinegar,14
root vegetables,frozen dessert,30
root vegetables,decalcifier,2
root vegetables,spread cheese,27
root vegetables,house keeping products,10
root vegetables,soap,5
root vegetables,cling film/bags,15
root vegetables,female sanitary products,13
root vegetables,white bread,102
root vegetables,pet care,17
root vegetables,Instant food products,27
root vegetables,salty snack,81
root vegetables,specialty cheese,20
root vegetables,baking powder,34
root vegetables,dish cleaner,21
root vegetables,sliced cheese,58
root vegetables,frozen vegetables,115
root vegetables,whipped/sour cream,157
root vegetables,oil,50
root vegetables,salt,25
root vegetables,shopping bags,185
root vegetables,margarine,119
root vegetables,domestic eggs,135
root vegetables,photo/film,23
root vegetables,hair spray,2
root vegetables,onions,78
root vegetables,candy,54
root vegetables,UHT-milk,82
root vegetables,liquor (appetizer),18
root vegetables,pickled vegetables,42
root vegetables,liquor,32
root vegetables,cream cheese,99
root vegetables,hard cheese,64
root vegetables,ice cream,56
root vegetables,meat,73
root vegetables,white wine,53
root vegetables,cleaner,5
root vegetables,condensed milk,25
root vegetables,specialty chocolate,53
root vegetables,dog food,17
root vegetables,dessert,98
root vegetables,bottled beer,167
root vegetables,beverages,66
root vegetables,finished products,14
root vegetables,popcorn,12
root vegetables,pasta,37
root vegetables,curd,117
root vegetables,newspapers,151
root vegetables,sparkling wine,12
root vegetables,fish,7
root vegetables,processed cheese,46
root vegetables,grapes,58
root vegetables,detergent,33
root vegetables,soda,317
root vegetables,herbs,32
root vegetables,frozen meals,57
root vegetables,sugar,73
root vegetables,flour,34
root vegetables,frozen potato products,23
root vegetables,red/blush wine,38
root vegetables,curd cheese,12
root vegetables,turkey,26
root vegetables,ham,59
root vegetables,misc. beverages,52
root vegetables,coffee,110
root vegetables,berries,84
root vegetables,canned beer,185
root vegetables,pastry,182
root vegetables,pork,133
pork,toilet cleaner,2
pork,make up remover,2
pork,ready soups,1
pork,pudding powder,4
pork,specialty vegetables,2
pork,salad dressing,1
pork,tea,5
pork,rice,9
pork,flower (seeds),6
pork,jam,6
pork,honey,1
pork,cake bar,11
pork,softener,5
pork,cocoa drinks,3
pork,nut snack,3
pork,skin care,3
pork,cream,1
pork,ketchup,7
pork,syrup,1
pork,abrasive cleaner,3
pork,seasonal products,11
pork,cooking chocolate,3
pork,tidbits,3
pork,candles,15
pork,male cosmetics,8
pork,dishes,20
pork,meat spreads,5
pork,cereals,8
pork,flower soil/fertilizer,4
pork,roll products,8
pork,dental care,6
pork,mayonnaise,12
pork,soft cheese,21
pork,snack products,4
pork,instant coffee,7
pork,specialty fat,3
pork,mustard,10
pork,soups,4
pork,sweet spreads,12
pork,long life bakery product,47
pork,chocolate marshmallow,8
pork,rum,3
pork,sauces,7
pork,waffles,39
pork,napkins,53
pork,spices,4
pork,brandy,7
pork,canned fruit,2
pork,zwieback,9
pork,liver loaf,6
pork,prosecco,3
pork,bathroom cleaner,5
pork,cat food,32
pork,semi-finished bread,20
pork,cookware,4
pork,canned fish,15
pork,chewing gum,27
pork,canned vegetables,11
pork,light bulbs,3
pork,artif. sweetener,4
pork,hygiene articles,34
pork,frozen fish,19
pork,potato products,6
pork,nuts/prunes,6
pork,vinegar,7
pork,frozen dessert,14
pork,decalcifier,2
pork,spread cheese,12
pork,house keeping products,8
pork,soap,3
pork,cling film/bags,13
pork,female sanitary products,6
pork,white bread,49
pork,pet care,11
pork,Instant food products,9
pork,salty snack,40
pork,specialty cheese,9
pork,baking powder,21
pork,dish cleaner,7
pork,sliced cheese,34
pork,frozen vegetables,65
pork,whipped/sour cream,94
pork,oil,45
pork,salt,9
pork,shopping bags,101
pork,margarine,68
pork,domestic eggs,77
pork,photo/film,11
pork,onions,47
pork,candy,26
pork,UHT-milk,42
pork,liquor (appetizer),12
pork,pickled vegetables,20
pork,liquor,18
pork,cream cheese,48
pork,hard cheese,36
pork,ice cream,34
pork,meat,36
pork,white wine,25
pork,cleaner,5
pork,condensed milk,13
pork,specialty chocolate,31
pork,dog food,13
pork,dessert,45
pork,bottled beer,93
pork,beverages,39
pork,finished products,12
pork,popcorn,11
pork,pasta,15
pork,curd,81
pork,newspapers,82
pork,sparkling wine,9
pork,fish,5
pork,processed cheese,21
pork,grapes,35
pork,detergent,21
pork,soda,178
pork,herbs,31
pork,frozen meals,30
pork,sugar,35
pork,flour,28
pork,frozen potato products,7
pork,red/blush wine,24
pork,curd cheese,9
pork,turkey,8
pork,ham,29
pork,misc. beverages,39
pork,coffee,53
pork,berries,50
pork,canned beer,92
pork,pastry,97
pastry,ready soups,5
pastry,pudding powder,2
pastry,specialty vegetables,1
pastry,tea,3
pastry,rice,11
pastry,flower (seeds),9
pastry,jam,7
pastry,honey,6
pastry,cake bar,18
pastry,organic products,3
pastry,softener,10
pastry,cocoa drinks,3
pastry,nut snack,2
pastry,rubbing alcohol,1
pastry,skin care,2
pastry,cream,3
pastry,ketchup,6
pastry,syrup,6
pastry,abrasive cleaner,5
pastry,liqueur,2
pastry,seasonal products,22
pastry,cooking chocolate,2
pastry,tidbits,1
pastry,whisky,2
pastry,candles,18
pastry,male cosmetics,10
pastry,dishes,29
pastry,meat spreads,8
pastry,cereals,8
pastry,flower soil/fertilizer,5
pastry,kitchen towels,7
pastry,roll products,17
pastry,dental care,9
pastry,mayonnaise,17
pastry,soft cheese,28
pastry,organic sausage,3
pastry,snack products,7
pastry,instant coffee,11
pastry,specialty fat,5
pastry,mustard,21
pastry,soups,7
pastry,sweet spreads,13
pastry,bags,1
pastry,long life bakery product,56
pastry,chocolate marshmallow,13
pastry,rum,4
pastry,sauces,12
pastry,waffles,59
pastry,napkins,62
pastry,spices,10
pastry,brandy,7
pastry,frozen fruits,1
pastry,canned fruit,6
pastry,zwieback,15
pastry,liver loaf,14
pastry,prosecco,3
pastry,bathroom cleaner,5
pastry,cat food,30
pastry,semi-finished bread,27
pastry,cookware,4
pastry,canned fish,22
pastry,chewing gum,37
pastry,canned vegetables,20
pastry,light bulbs,5
pastry,artif. sweetener,3
pastry,hygiene articles,43
pastry,frozen fish,18
pastry,potato products,6
pastry,nuts/prunes,5
pastry,vinegar,10
pastry,frozen dessert,12
pastry,decalcifier,2
pastry,spread cheese,21
pastry,house keeping products,8
pastry,soap,3
pastry,cling film/bags,14
pastry,female sanitary products,8
pastry,white bread,66
pastry,pet care,26
pastry,Instant food products,12
pastry,salty snack,43
pastry,specialty cheese,14
pastry,baking powder,31
pastry,dish cleaner,18
pastry,sliced cheese,51
pastry,frozen vegetables,66
pastry,whipped/sour cream,107
pastry,oil,44
pastry,salt,21
pastry,shopping bags,115
pastry,margarine,91
pastry,domestic eggs,111
pastry,photo/film,18
pastry,hair spray,2
pastry,onions,68
pastry,candy,43
pastry,UHT-milk,56
pastry,liquor (appetizer),14
pastry,pickled vegetables,27
pastry,liquor,20
pastry,cream cheese,72
pastry,hard cheese,38
pastry,ice cream,46
pastry,meat,54
pastry,white wine,36
pastry,cleaner,8
pastry,condensed milk,29
pastry,specialty chocolate,50
pastry,dog food,13
pastry,dessert,73
pastry,bottled beer,131
pastry,beverages,46
pastry,finished products,11
pastry,popcorn,6
pastry,pasta,27
pastry,curd,106
pastry,newspapers,104
pastry,sparkling wine,7
pastry,fish,2
pastry,processed cheese,32
pastry,grapes,44
pastry,detergent,30
pastry,soda,246
pastry,herbs,35
pastry,frozen meals,46
pastry,sugar,57
pastry,flour,26
pastry,frozen potato products,15
pastry,red/blush wine,39
pastry,curd cheese,12
pastry,turkey,16
pastry,ham,56
pastry,misc. beverages,52
pastry,coffee,83
pastry,berries,71
pastry,canned beer,148
canned beer,toilet cleaner,1
canned beer,make up remover,2
canned beer,ready soups,5
canned beer,pudding powder,5
canned beer,specialty vegetables,1
canned beer,salad dressing,1
canned beer,tea,3
canned beer,rice,12
canned beer,flower (seeds),16
canned beer,jam,8
canned beer,honey,6
canned beer,cake bar,21
canned beer,organic products,3
canned beer,softener,6
canned beer,cocoa drinks,3
canned beer,nut snack,3
canned beer,rubbing alcohol,2
canned beer,skin care,4
canned beer,cream,3
canned beer,ketchup,10
canned beer,syrup,3
canned beer,abrasive cleaner,4
canned beer,liqueur,1
canned beer,seasonal products,20
canned beer,cooking chocolate,3
canned beer,tidbits,3
canned beer,whisky,1
canned beer,candles,15
canned beer,male cosmetics,8
canned beer,dishes,27
canned beer,meat spreads,8
canned beer,cereals,9
canned beer,flower soil/fertilizer,2
canned beer,kitchen towels,7
canned beer,roll products,14
canned beer,dental care,8
canned beer,mayonnaise,9
canned beer,soft cheese,26
canned beer,organic sausage,6
canned beer,snack products,7
canned beer,instant coffee,10
canned beer,specialty fat,4
canned beer,mustard,17
canned beer,soups,13
canned beer,sweet spreads,9
canned beer,bags,1
canned beer,long life bakery product,45
canned beer,chocolate marshmallow,11
canned beer,rum,5
canned beer,sauces,8
canned beer,waffles,43
canned beer,napkins,54
canned beer,spices,7
canned beer,brandy,6
canned beer,canned fruit,3
canned beer,zwieback,12
canned beer,liver loaf,11
canned beer,prosecco,4
canned beer,bathroom cleaner,1
canned beer,cat food,33
canned beer,semi-finished bread,30
canned beer,cookware,4
canned beer,canned fish,18
canned beer,chewing gum,31
canned beer,canned vegetables,24
canned beer,light bulbs,7
canned beer,artif. sweetener,7
canned beer,hygiene articles,35
canned beer,frozen fish,21
canned beer,potato products,4
canned beer,nuts/prunes,6
canned beer,vinegar,6
canned beer,frozen dessert,23
canned beer,decalcifier,2
canned beer,spread cheese,20
canned beer,house keeping products,9
canned beer,soap,1
canned beer,cling film/bags,18
canned beer,female sanitary products,8
canned beer,white bread,70
canned beer,pet care,11
canned beer,Instant food products,9
canned beer,salty snack,67
canned beer,specialty cheese,16
canned beer,baking powder,29
canned beer,dish cleaner,21
canned beer,sliced cheese,33
canned beer,frozen vegetables,94
canned beer,whipped/sour cream,110
canned beer,oil,43
canned beer,salt,17
canned beer,shopping bags,131
canned beer,margarine,96
canned beer,domestic eggs,100
canned beer,photo/film,15
canned beer,hair spray,2
canned beer,onions,63
canned beer,candy,47
canned beer,UHT-milk,58
canned beer,liquor (appetizer),12
canned beer,pickled vegetables,29
canned beer,liquor,20
canned beer,cream cheese,56
canned beer,hard cheese,41
canned beer,ice cream,56
canned beer,meat,59
canned beer,white wine,33
canned beer,cleaner,5
canned beer,condensed milk,21
canned beer,specialty chocolate,43
canned beer,dog food,10
canned beer,dessert,56
canned beer,bottled beer,116
canned beer,beverages,43
canned beer,finished products,11
canned beer,popcorn,10
canned beer,pasta,14
canned beer,curd,96
canned beer,newspapers,110
canned beer,sparkling wine,13
canned beer,fish,8
canned beer,processed cheese,38
canned beer,grapes,47
canned beer,detergent,23
canned beer,soda,213
canned beer,herbs,26
canned beer,frozen meals,47
canned beer,sugar,63
